Gene	Organism	Experiment Accession	Comparison	log2foldchange	pValue	tStatistics
ENSG00000119917	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	6.2	0.000561902087778513	10.5747004539755
ENSG00000119917	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	6.2	0.000636739564629754	10.5341511669568
ENSG00000119917	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	6.2	0.0012498269450769	9.83430038127544
ENSG00000271503	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	6.2	0.000592825692621131	10.7616747158012
ENSG00000162614	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	6.2	0.000295646966373877	25.342500783683
ENSG00000119922	homo sapiens	E-GEOD-18816	'highly pathogenic avian influenza H5N1 virus' at '6 hour' vs 'none' at '6 hour'	6.2	0.0000376746789928536	49.2788077693023
ENSG00000183486	homo sapiens	E-MEXP-1274	'Influenza A virus; wild type' vs 'none; wild type'	6.2	1.17138351191557e-7	31.2807559054892
ENSG00000169245	homo sapiens	E-GEOD-31193	'6 hour; IL28B' vs 'none'	6.1	5.16610416825693e-8	36.9111157005288
ENSG00000011465	homo sapiens	E-GEOD-19665	'cancer tissue' vs 'surrounding noncancerous tissue' in 'hepatitis B virus induced hepatocellular carcinoma'	-6.1	0.000936438653317204	-13.111675607364
ENSG00000139329	homo sapiens	E-GEOD-19665	'cancer tissue' vs 'surrounding noncancerous tissue' in 'hepatitis B virus induced hepatocellular carcinoma'	-6.1	0.00729245308774181	-7.24363702523256
ENSG00000141837	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	6.1	0.000462912167692331	20.1116909692223
ENSG00000157601	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	6.1	0.0000372631197179522	21.0157533332195
ENSG00000162614	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '8 hour' vs 'none' at '0 hour'	6.1	0.00130032234622517	9.92866345722585
ENSG00000137965	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '0 hour'	6.1	0.00065887089314299	13.4686781561518
ENSG00000107201	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	6.1	0.0000390794313273159	26.3260157607507
ENSG00000154451	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	6.1	0.0000153589638577701	28.9414667573875
ENSG00000137965	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	6.1	0.00026951493252787	13.6393819455327
ENSG00000137965	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	6.1	0.0000723201997396365	18.2439051774576
ENSG00000128383	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '0 hour'	6.1	0.00536952828274681	7.53636891916245
ENSG00000162614	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '8 hour' vs 'none' at '0 hour'	6.1	0.00151604865405321	9.48801179376744
ENSG00000214042	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	6.1	0.000326515022711934	11.4410545868024
ENSG00000137965	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '6 hour'	6.1	0.000705661977055706	13.2247095598773
ENSG00000137080	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	6.1	0.00165840450162736	7.83668984265065
ENSG00000165949	homo sapiens	E-GEOD-40844	'infected with A/NL/602/2009 virus' at '48 hour' vs 'mock' at '48 hour'	6.1	0.0000107307884937032	71.712223899751
ENSG00000165949	homo sapiens	E-GEOD-40844	'infected with A/CA/04/2009 virus' at '48 hour' vs 'mock' at '48 hour'	6.1	8.56175450837705e-7	121.794180284491
ENSG00000035720	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	6.1	0.000545880731616912	9.91125826848864
ENSG00000271503	homo sapiens	E-GEOD-13637	'PR8 influenza virus' vs 'none' in 'wild type'	6.1	1.0985198773212e-7	27.4291746121988
ENSG00000119917	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '8 hour' vs 'none' at '0 hour'	6.1	0.000637816632215318	12.58732811726
ENSG00000119917	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '4 hour' vs 'none' at '0 hour'	6.1	0.00967806869091721	8.18653775252503
ENSG00000214042	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	6.1	0.000169362251787918	14.9948405110543
ENSG00000271503	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	6.1	0.000647425322216566	11.2425421107353
ENSG00000121858	homo sapiens	E-MEXP-1274	'Influenza A virus; dominant negative TLR3' vs 'none; dominant negative TLR3'	6.1	3.76541028150916e-7	25.8188269186823
ENSG00000172183	homo sapiens	E-MEXP-1274	'Influenza A virus; wild type' vs 'none; wild type'	6.1	1.20274773481716e-8	43.7043552568739
ENSG00000163739	homo sapiens	E-MEXP-1274	'Influenza A virus; wild type' vs 'none; wild type'	6.1	0.00000117577171195601	20.2778319588629
ENSG00000271503	homo sapiens	E-MEXP-1274	'Influenza A virus; dominant negative TLR3' vs 'none; dominant negative TLR3'	6.1	0.0000224979312808771	13.0493236511003
ENSG00000137959	homo sapiens	E-MEXP-1274	'Influenza A virus; dominant negative TLR3' vs 'none; dominant negative TLR3'	6.1	4.70746519038677e-7	24.0948235900257
ENSG00000112936	homo sapiens	E-GEOD-19665	'cancer tissue' vs 'surrounding noncancerous tissue' in 'hepatitis B virus induced hepatocellular carcinoma'	-6	0.00251499360108893	-10.2601373439124
ENSG00000165949	homo sapiens	E-GEOD-37571	'A/CA/04/2009 Influenza virus' at '30 hour' vs 'mock' at '30 hour'	6	6.85494692743524e-8	71.4050037525549
ENSG00000157601	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	6	0.000497131503305013	19.4493717160675
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	6	0.00108662511464249	13.6148284339442
ENSG00000135114	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '8 hour' vs 'none' at '0 hour'	6	0.000497946360243696	13.7567502770559
ENSG00000102024	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	6	0.000757226166333862	9.77464943764048
ENSG00000111335	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	6	0.0000689718299805043	18.5930247730738
ENSG00000107201	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	6	0.000295646966373877	26.5089493749356
ENSG00000107201	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '0 hour'	6	0.000275759267495346	19.2228164798353
ENSG00000172183	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	6	0.0000400131992685154	20.6699100858127
ENSG00000141682	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	6	0.0000467208686955046	20.8106551266664
ENSG00000175183	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	6	0.000295646966373877	26.1096908318136
ENSG00000131979	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '8 hour' vs 'none' at '0 hour'	6	0.000362639132822	17.0192895302082
ENSG00000271503	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	6	0.000158865796122261	15.3151639843898
ENSG00000185433	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	6	0.000652511563401673	10.0810123429192
ENSG00000175183	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	6	0.0000983548139224436	18.792291642403
ENSG00000182197	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	6	0.000297209611237463	12.8777411416899
ENSG00000004468	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	6	0.000119709591534032	17.5050369701421
ENSG00000119917	homo sapiens	E-GEOD-13637	'H5N1 influenza virus' vs 'none' in 'wild type'	6	1.00292119143999e-8	45.3758452311975
ENSG00000131203	homo sapiens	E-GEOD-13637	'PR8 influenza virus' vs 'none' in 'wild type'	6	1.76334443719e-8	35.5906910724684
ENSG00000188313	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	6	0.000766531734646123	9.7322482140448
ENSG00000188313	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	6	0.00105439860898207	8.31406295590018
ENSG00000188313	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	6	0.000158576758538588	15.378537872651
ENSG00000103888	homo sapiens	E-GEOD-22522	'Kaposi's sarcoma-associated herpesvirus' vs 'uninfected control'	6	0.0000057514712477375	32.0424413238127
ENSG00000271503	homo sapiens	E-MEXP-1274	'Influenza A virus; dominant negative TLR3' vs 'none; dominant negative TLR3'	6	0.0000117647508715819	14.386223059239
ENSG00000011465	homo sapiens	E-GEOD-19665	'cancer tissue' vs 'surrounding noncancerous tissue' in 'hepatitis B virus induced hepatocellular carcinoma'	-5.9	0.0010132081742792	-12.8117358402979
ENSG00000124882	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	5.9	0.000362189346504135	12.0919029278649
ENSG00000131203	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '8 hour' vs 'none' at '0 hour'	5.9	0.00140728744205829	9.7014386785723
ENSG00000137965	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	5.9	0.000277568078994732	13.0720863433058
ENSG00000108700	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	5.9	0.000249208716541092	13.869276423084
ENSG00000133106	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	5.9	0.0000691993818994974	19.0899570726581
ENSG00000111335	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	5.9	0.0000213030707974456	25.8953775957619
ENSG00000175183	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	5.9	0.0000746950873706326	20.022206890503
ENSG00000182197	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	5.9	0.00035284438293791	11.2096815887052
ENSG00000187608	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	5.9	0.00056660658448714	18.6419466058308
ENSG00000111913	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	5.9	0.000176522957583523	14.276934962962
ENSG00000232810	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	5.9	0.0000446756987125378	22.1690003423953
ENSG00000271503	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	5.9	0.003065467526895	6.59955244300898
ENSG00000111335	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	5.9	0.000100755646272539	17.2915378417999
ENSG00000004468	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	5.9	0.000126160474691322	15.7939123832395
ENSG00000112773	homo sapiens	E-GEOD-13637	'PR8 influenza virus' vs 'none' in 'wild type'	5.9	1.11280663317523e-8	38.2624585065799
ENSG00000133106	homo sapiens	E-GEOD-13637	'PR8 influenza virus' vs 'none' in 'wild type'	5.9	5.68289148221326e-9	43.8108894380664
ENSG00000188313	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	5.9	0.000228175114629269	12.9780988569229
ENSG00000188313	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	5.9	0.000105165471642036	16.6036803456944
ENSG00000138135	homo sapiens	E-MEXP-1274	'Influenza A virus; wild type' vs 'none; wild type'	5.9	0.00000209992476176943	18.2659234415952
ENSG00000157601	homo sapiens	E-MEXP-1274	'Influenza A virus; dominant negative TLR3' vs 'none; dominant negative TLR3'	5.9	3.79584987414525e-7	25.6728921068715
ENSG00000171855	homo sapiens	E-MEXP-1274	'Influenza A virus; dominant negative TLR3' vs 'none; dominant negative TLR3'	5.9	0.00000415518897605701	16.6470140694208
ENSG00000011465	homo sapiens	E-GEOD-19665	'cancer tissue' vs 'surrounding noncancerous tissue' in 'hepatitis B virus induced hepatocellular carcinoma'	-5.8	0.000795143397378436	-13.788632645499
ENSG00000165949	homo sapiens	E-GEOD-37571	'A/CA/04/2009 Influenza virus' at '30 hour' vs 'mock' at '30 hour'	5.8	1.20012409470771e-7	61.8087412623586
ENSG00000010030	homo sapiens	E-GEOD-31193	'24 hour, IL28B' vs 'none'	5.8	4.37563693708787e-8	36.4326425952108
ENSG00000137959	homo sapiens	E-GEOD-31193	'24 hour; IFN' vs 'none'	5.8	7.3066216779954e-7	28.925616523904
ENSG00000162654	homo sapiens	E-GEOD-13637	'PR8 influenza virus' vs 'none' in 'wild type'	5.8	1.23479919484442e-8	37.575112555558
ENSG00000133106	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	5.8	0.000126965670807681	17.2834855394094
ENSG00000107201	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	5.8	0.00022776044971821	13.7048016930307
ENSG00000107201	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	5.8	0.000357194783160544	12.8450220675387
ENSG00000141682	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	5.8	0.0000916812778222707	19.9587678689082
ENSG00000123610	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	5.8	0.00168452834324923	7.97711383482763
ENSG00000133106	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	5.8	0.000125755624211421	15.825926584451
ENSG00000133106	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	5.8	0.0000629478483018078	18.8413881984591
ENSG00000137965	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '4 hour' vs 'none' at '0 hour'	5.8	0.000358823844676791	21.9133072708925
ENSG00000107201	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	5.8	0.000289479166071059	12.9128419152777
ENSG00000111335	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	5.8	0.0000160492518362554	27.9452142594544
ENSG00000175183	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	5.8	0.000126026293031975	16.3998584984395
ENSG00000141682	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	5.8	0.000160429260473521	14.8052897394474
ENSG00000183709	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '8 hour' vs 'none' at '0 hour'	5.8	0.00107129945731849	10.4425158409271
ENSG00000185433	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	5.8	0.00115868486867614	13.0574677991869
ENSG00000187608	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	5.8	0.0000912548736711593	20.0894961558414
ENSG00000164136	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	5.8	0.000119787924573346	16.6125511923501
ENSG00000164920	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	5.8	0.0000459977196017731	21.2821681401305
ENSG00000111335	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	5.8	0.000070930589697018	22.4394225036216
ENSG00000188313	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	5.8	0.00128809181486635	9.725509637301
ENSG00000185433	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	5.8	0.000657493120519536	9.45823860003429
ENSG00000183486	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	5.8	0.0000265347674341199	23.8092353302805
ENSG00000188313	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	5.8	0.000212208581974722	14.366257620737
ENSG00000271503	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	5.8	0.00868722425004331	6.00897803648065
ENSG00000165949	homo sapiens	E-GEOD-40844	'infected with A/CA/04/2009 virus' at '48 hour' vs 'mock' at '48 hour'	5.8	0.0000328443844041703	37.5616329222725
ENSG00000119917	homo sapiens	E-GEOD-13637	'influenza A virus' vs 'none' in 'wild type'	5.8	1.68216652323711e-7	32.2493180541252
ENSG00000164136	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	5.8	0.000280139550183277	12.0509506134385
ENSG00000169245	homo sapiens	E-GEOD-18816	'low-pathogenic seasonal influenza A (H1N1) virus' at '6 hour' vs 'none' at '6 hour'	5.8	0.0284364882899032	6.89969164235253
ENSG00000169429	homo sapiens	E-MEXP-1274	'Influenza A virus; wild type' vs 'none; wild type'	5.8	0.0000729107244524948	10.401543266115
ENSG00000119508	homo sapiens	E-GEOD-6802	'respiratory syncytial virus' vs 'uninfected'	5.8	7.41041521519113e-7	35.7757959535389
ENSG00000111335	homo sapiens	E-MEXP-1274	'Influenza A virus; wild type' vs 'none; wild type'	5.8	2.77260562993963e-7	26.5529910397351
ENSG00000135114	homo sapiens	E-GEOD-31193	'24 hour, IL28B' vs 'none'	5.7	2.70533794818656e-8	39.127697012089
ENSG00000165949	homo sapiens	E-GEOD-37571	'A/CA/04/2009 Influenza virus' at '48 hour' vs 'mock' at '48 hour'	5.7	0.00000641225334885074	53.2493144723123
ENSG00000141682	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	5.7	0.0000746950873706326	19.8915361797113
ENSG00000147873	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	5.7	0.00194532415995172	7.63267209830672
ENSG00000133106	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	5.7	0.000846992250626462	15.0918178765913
ENSG00000134326	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	5.7	0.0000723201997396365	18.3388527530781
ENSG00000135114	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	5.7	0.000601097380287133	9.67854075855143
ENSG00000137726	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	5.7	0.000161723930214952	15.8274212714818
ENSG00000105948	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	5.7	0.000481223432480859	10.2583077605253
ENSG00000154451	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	5.7	0.0000372631197179522	21.0303722950616
ENSG00000154451	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	5.7	0.000108147973723154	16.819873857289
ENSG00000154451	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	5.7	0.000117401078911359	17.74455639225
ENSG00000154451	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	5.7	0.000162085732285403	15.7654732701306
ENSG00000137965	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '8 hour' vs 'none' at '0 hour'	5.7	0.000405870946256264	15.2117558931118
ENSG00000136244	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	5.7	0.0000467208686955046	20.8648065565766
ENSG00000111335	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	5.7	0.000726885819605167	16.617462655171
ENSG00000141682	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	5.7	0.0000917371670933979	19.6134707530796
ENSG00000111913	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	5.7	0.000193125566460723	14.7333686759988
ENSG00000251136	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	5.7	0.000171295225977321	15.3536500672143
ENSG00000137959	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '4 hour' vs 'none' at '0 hour'	5.7	0.00228811450082882	12.7486597984701
ENSG00000136492	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	5.7	0.0000419396636007699	20.4280413469169
ENSG00000154451	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	5.7	0.000629538445399694	17.4303683344082
ENSG00000172183	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '8 hour' vs 'none' at '0 hour'	5.7	0.000362639132822	17.0119240424131
ENSG00000187608	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	5.7	0.000117756045004703	16.2627402279379
ENSG00000188313	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	5.7	0.00113503811621265	8.92678886792436
ENSG00000188313	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	5.7	0.001027065124181	8.90155548970149
ENSG00000188313	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	5.7	0.000188498075264076	14.3741781052261
ENSG00000165949	homo sapiens	E-GEOD-40844	'infected with A/NL/602/2009 virus' at '48 hour' vs 'mock' at '48 hour'	5.7	0.0000210243232406828	46.1524578263122
ENSG00000073756	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '8 hour' vs 'none' at '0 hour'	5.7	0.00150807645841057	9.50431294831348
ENSG00000004468	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	5.7	0.000184844041457754	14.7025921420253
ENSG00000035720	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '8 hour' vs 'none' at '0 hour'	5.7	0.00334233462193561	7.3550517900508
ENSG00000004468	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	5.7	0.00104906843471456	13.7922226873085
ENSG00000073756	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	5.7	0.000432275595759096	11.5049635897223
ENSG00000157601	homo sapiens	E-GEOD-13637	'influenza A virus' vs 'none' in 'wild type'	5.7	1.73205075026032e-7	31.225013826078
ENSG00000119917	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '0 hour'	5.7	0.00366748814806663	8.52918627906043
ENSG00000119917	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '6 hour'	5.7	0.00421440654398558	8.49896125007672
ENSG00000187608	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	5.7	0.0000372135333867307	23.1296315177185
ENSG00000183486	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	5.7	0.0000629478483018078	18.8097191740803
ENSG00000169248	homo sapiens	E-GEOD-18816	'highly pathogenic avian influenza H5N1 virus' at '6 hour' vs 'none' at '6 hour'	5.7	0.00237707563628459	12.8371473942214
ENSG00000111335	homo sapiens	E-MEXP-1274	'Influenza A virus; dominant negative TLR3' vs 'none; dominant negative TLR3'	5.7	4.57719022372255e-7	24.5190647617515
ENSG00000145708	homo sapiens	E-GEOD-19665	'cancer tissue' vs 'surrounding noncancerous tissue' in 'hepatitis C virus induced hepatocellular carcinoma'	-5.6	0.00000127216336187373	-18.9851802874516
ENSG00000165949	homo sapiens	E-GEOD-37571	'A/CA/04/2009 Influenza virus' at '36 hour' vs 'mock' at '36 hour'	5.6	0.0000104275141630034	45.7017235890524
ENSG00000134321	homo sapiens	E-GEOD-37571	'A/CA/04/2009 Influenza virus' at '18 hour' vs 'mock' at '18 hour'	5.6	0.00000451416534471526	44.1699590804067
ENSG00000141682	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	5.6	0.0000691993818994974	19.1071756666444
ENSG00000141682	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	5.6	0.0000853612875722457	17.5253292900589
ENSG00000137726	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	5.6	0.000196146874985196	13.4954315663056
ENSG00000137965	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	5.6	0.000391263184391239	11.8475693080829
ENSG00000137965	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	5.6	0.0000178489286057823	27.6273075201514
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '4 hour' vs 'none' at '0 hour'	5.6	0.0115221338688078	7.40695539768076
ENSG00000131979	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '6 hour'	5.6	0.000993577971123869	12.1057104783039
ENSG00000154451	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	5.6	0.00033049114144757	22.7375824627371
ENSG00000154451	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	5.6	0.0000691993818994974	18.9924030916854
ENSG00000163666	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	5.6	0.000346184493446671	12.9769974103695
ENSG00000104213	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	5.6	0.000149595177154256	15.5389652873309
ENSG00000124882	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	5.6	0.000706605902121019	10.1787577260792
ENSG00000107201	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '8 hour' vs 'none' at '0 hour'	5.6	0.000904972919080762	10.9634257072797
ENSG00000147873	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	5.6	0.00359125814985064	7.4500867242035
